id,name,acronym,allen_ccf_id,allen_ccf_id_path,color_hex_triplet
988,Medullary reticular nucleus ventral part,MDRNv,1107,997/8/343/1065/354/370/395/1107/,FFB3D9
989,Parvicellular reticular nucleus,PARN,852,997/8/343/1065/354/370/852/,FFB3D9
990,Parasolitary nucleus,PAS,859,997/8/343/1065/354/370/859/,FFB3D9
991,Paragigantocellular reticular nucleus,PGRN,938,997/8/343/1065/354/370/938/,FFB3D9
992,Paragigantocellular reticular nucleus dorsal part,PGRNd,970,997/8/343/1065/354/370/938/970/,FFB3D9
993,Paragigantocellular reticular nucleus lateral part,PGRNl,978,997/8/343/1065/354/370/938/978/,FFB3D9
994,Perihypoglossal nuclei,PHY,154,997/8/343/1065/354/370/154/,FFB3D9
995,Nucleus intercalatus,NIS,161,997/8/343/1065/354/370/154/161/,FFB3D9
996,Nucleus of Roller,NR,177,997/8/343/1065/354/370/154/177/,FFB3D9
997,Nucleus prepositus,PRP,169,997/8/343/1065/354/370/154/169/,FFB3D9
998,Paramedian reticular nucleus,PMR,995,997/8/343/1065/354/370/995/,FFB3D9
999,Parapyramidal nucleus,PPY,1069,997/8/343/1065/354/370/1069/,FFB3D9
1000,Parapyramidal nucleus deep part,PPYd,185,997/8/343/1065/354/370/1069/185/,FFB3D9
1001,Parapyramidal nucleus superficial part,PPYs,193,997/8/343/1065/354/370/1069/193/,FFB3D9
1002,Vestibular nuclei,VNC,701,997/8/343/1065/354/370/701/,FFB3D9
1003,Lateral vestibular nucleus,LAV,209,997/8/343/1065/354/370/701/209/,FFB3D9
1004,Medial vestibular nucleus,MV,202,997/8/343/1065/354/370/701/202/,FFB3D9
1005,Spinal vestibular nucleus,SPIV,225,997/8/343/1065/354/370/701/225/,FFB3D9
1006,Superior vestibular nucleus,SUV,217,997/8/343/1065/354/370/701/217/,FFB3D9
1007,Nucleus x,x,765,997/8/343/1065/354/370/765/,FFB3D9
1008,Hypoglossal nucleus,XII,773,997/8/343/1065/354/370/773/,FFB3D9
1009,Nucleus y,y,781,997/8/343/1065/354/370/781/,FFB3D9
1010,Interstitial nucleus of the vestibular nerve,INV,76,997/8/343/1065/354/370/76/,FFB3D9
1011,Medulla behavioral state related,MY-sat,379,997/8/343/1065/354/379/,FFC6E2
1012,Nucleus raphe magnus,RM,206,997/8/343/1065/354/379/206/,FFC6E2
1013,Nucleus raphe pallidus,RPA,230,997/8/343/1065/354/379/230/,FFC6E2
1014,Nucleus raphe obscurus,RO,222,997/8/343/1065/354/379/222/,FFC6E2
1015,Cerebellum,CB,512,997/8/512/,F0F080
1016,Cerebellar cortex,CBX,528,997/8/512/528/,F0F080
1017,Cerebellar cortex molecular layer,CBXmo,1144,997/8/512/528/1144/,FFFC91
1018,Cerebellar cortex Purkinje layer,CBXpu,1145,997/8/512/528/1145/,FFFC91
1019,Cerebellar cortex granular layer,CBXgr,1143,997/8/512/528/1143/,ECE754
1020,Vermal regions,VERM,645,997/8/512/528/645/,FFFC91
1021,Lingula (I),LING,912,997/8/512/528/645/912/,FFFC91
1022,Lingula (I) molecular layer,LINGmo,10707,997/8/512/528/645/912/10707/,FFFC91
1023,Lingula (I) Purkinje layer,LINGpu,10706,997/8/512/528/645/912/10706/,FFFC91
1024,Lingula (I) granular layer,LINGgr,10705,997/8/512/528/645/912/10705/,ECE754
1025,Central lobule,CENT,920,997/8/512/528/645/920/,FFFC91
1026,Lobule II,CENT2,976,997/8/512/528/645/920/976/,FFFC91
1027,Lobule II molecular layer,CENT2mo,10710,997/8/512/528/645/920/976/10710/,FFFC91
1028,Lobule II Purkinje layer,CENT2pu,10709,997/8/512/528/645/920/976/10709/,FFFC91
1029,Lobule II granular layer,CENT2gr,10708,997/8/512/528/645/920/976/10708/,ECE754
1030,Lobule III,CENT3,984,997/8/512/528/645/920/984/,FFFC91
1031,Lobule III molecular layer,CENT3mo,10713,997/8/512/528/645/920/984/10713/,FFFC91
1032,Lobule III Purkinje layer,CENT3pu,10712,997/8/512/528/645/920/984/10712/,FFFC91
1033,Lobule III granular layer,CENT3gr,10711,997/8/512/528/645/920/984/10711/,ECE754
1034,Culmen,CUL,928,997/8/512/528/645/928/,FFFC91
1035,Lobule IV,CUL4,992,997/8/512/528/645/928/992/,FFFC91
1036,Lobule IV molecular layer,CUL4mo,10716,997/8/512/528/645/928/992/10716/,FFFC91
1037,Lobule IV Purkinje layer,CUL4pu,10715,997/8/512/528/645/928/992/10715/,FFFC91
1038,Lobule IV granular layer,CUL4gr,10714,997/8/512/528/645/928/992/10714/,ECE754
1039,Lobule V,CUL5,1001,997/8/512/528/645/928/1001/,FFFC91
1040,Lobule V molecular layer,CUL5mo,10719,997/8/512/528/645/928/1001/10719/,FFFC91
1041,Lobule V Purkinje layer,CUL5pu,10718,997/8/512/528/645/928/1001/10718/,FFFC91
1042,Lobule V granular layer,CUL5gr,10717,997/8/512/528/645/928/1001/10717/,ECE754
1043,Lobules IV-V,CUL4 5,1091,997/8/512/528/645/928/1091/,FFFC91
1044,Lobules IV-V molecular layer,CUL4 5mo,10722,997/8/512/528/645/928/1091/10722/,FFFC91
1045,Lobules IV-V Purkinje layer,CUL4 5pu,10721,997/8/512/528/645/928/1091/10721/,FFFC91
1046,Lobules IV-V granular layer,CUL4 5gr,10720,997/8/512/528/645/928/1091/10720/,ECE754
1047,Declive (VI),DEC,936,997/8/512/528/645/936/,FFFC91
1048,Declive (VI) molecular layer,DECmo,10725,997/8/512/528/645/936/10725/,FFFC91
1049,Declive (VI) Purkinje layer,DECpu,10724,997/8/512/528/645/936/10724/,FFFC91
1050,Declive (VI) granular layer,DECgr,10723,997/8/512/528/645/936/10723/,ECE754
1051,Folium-tuber vermis (VII),FOTU,944,997/8/512/528/645/944/,FFFC91
1052,Folium-tuber vermis (VII) molecular layer,FOTUmo,10728,997/8/512/528/645/944/10728/,FFFC91
1053,Folium-tuber vermis (VII) Purkinje layer,FOTUpu,10727,997/8/512/528/645/944/10727/,FFFC91
1054,Folium-tuber vermis (VII) granular layer,FOTUgr,10726,997/8/512/528/645/944/10726/,ECE754
1055,Pyramus (VIII),PYR,951,997/8/512/528/645/951/,FFFC91
1056,Pyramus (VIII) molecular layer,PYRmo,10731,997/8/512/528/645/951/10731/,FFFC91
1057,Pyramus (VIII) Purkinje layer,PYRpu,10730,997/8/512/528/645/951/10730/,FFFC91
1058,Pyramus (VIII) granular layer,PYRgr,10729,997/8/512/528/645/951/10729/,ECE754
1059,Uvula (IX),UVU,957,997/8/512/528/645/957/,FFFC91
1060,Uvula (IX) molecular layer,UVUmo,10734,997/8/512/528/645/957/10734/,FFFC91
1061,Uvula (IX) Purkinje layer,UVUpu,10733,997/8/512/528/645/957/10733/,FFFC91
1062,Uvula (IX) granular layer,UVUgr,10732,997/8/512/528/645/957/10732/,ECE754
1063,Nodulus (X),NOD,968,997/8/512/528/645/968/,FFFC91
1064,Nodulus (X) molecular layer,NODmo,10737,997/8/512/528/645/968/10737/,FFFC91
1065,Nodulus (X) Purkinje layer,NODpu,10736,997/8/512/528/645/968/10736/,FFFC91
1066,Nodulus (X) granular layer,NODgr,10735,997/8/512/528/645/968/10735/,ECE754
1067,Hemispheric regions,HEM,1073,997/8/512/528/1073/,FFFC91
1068,Simple lobule,SIM,1007,997/8/512/528/1073/1007/,FFFC91
1069,Simple lobule molecular layer,SIMmo,10674,997/8/512/528/1073/1007/10674/,FFFC91
1070,Simple lobule Purkinje layer,SIMpu,10673,997/8/512/528/1073/1007/10673/,FFFC91
1071,Simple lobule granular layer,SIMgr,10672,997/8/512/528/1073/1007/10672/,ECE754
1072,Ansiform lobule,AN,1017,997/8/512/528/1073/1017/,FFFC91
1073,Crus 1,ANcr1,1056,997/8/512/528/1073/1017/1056/,FFFC91
1074,Crus 1 molecular layer,ANcr1mo,10677,997/8/512/528/1073/1017/1056/10677/,FFFC91
1075,Crus 1 Purkinje layer,ANcr1pu,10676,997/8/512/528/1073/1017/1056/10676/,FFFC91
1076,Crus 1 granular layer,ANcr1gr,10675,997/8/512/528/1073/1017/1056/10675/,ECE754
1077,Crus 2,ANcr2,1064,997/8/512/528/1073/1017/1064/,FFFC91
1078,Crus 2 molecular layer,ANcr2mo,10680,997/8/512/528/1073/1017/1064/10680/,FFFC91
1079,Crus 2 Purkinje layer,ANcr2pu,10679,997/8/512/528/1073/1017/1064/10679/,FFFC91
1080,Crus 2 granular layer,ANcr2gr,10678,997/8/512/528/1073/1017/1064/10678/,ECE754
1081,Paramedian lobule,PRM,1025,997/8/512/528/1073/1025/,FFFC91
1082,Paramedian lobule molecular layer,PRMmo,10683,997/8/512/528/1073/1025/10683/,FFFC91
1083,Paramedian lobule Purkinje layer,PRMpu,10682,997/8/512/528/1073/1025/10682/,FFFC91
1084,Paramedian lobule granular layer,PRMgr,10681,997/8/512/528/1073/1025/10681/,ECE754
1085,Copula pyramidis,COPY,1033,997/8/512/528/1073/1033/,FFFC91
1086,Copula pyramidis molecular layer,COPYmo,10686,997/8/512/528/1073/1033/10686/,FFFC91
1087,Copula pyramidis Purkinje layer,COPYpu,10685,997/8/512/528/1073/1033/10685/,FFFC91
1088,Copula pyramidis granular layer,COPYgr,10684,997/8/512/528/1073/1033/10684/,ECE754
1089,Paraflocculus,PFL,1041,997/8/512/528/1073/1041/,FFFC91
1090,Paraflocculus molecular layer,PFLmo,10689,997/8/512/528/1073/1041/10689/,FFFC91
1091,Paraflocculus Purkinje layer,PFLpu,10688,997/8/512/528/1073/1041/10688/,FFFC91
1092,Paraflocculus granular layer,PFLgr,10687,997/8/512/528/1073/1041/10687/,ECE754
1093,Flocculus,FL,1049,997/8/512/528/1073/1049/,FFFC91
1094,Flocculus molecular layer,FLmo,10692,997/8/512/528/1073/1049/10692/,FFFC91
1095,Flocculus Purkinje layer,FLpu,10691,997/8/512/528/1073/1049/10691/,FFFC91
1096,Flocculus granular layer,FLgr,10690,997/8/512/528/1073/1049/10690/,ECE754
1097,Cerebellar nuclei,CBN,519,997/8/512/519/,F0F080
1098,Fastigial nucleus,FN,989,997/8/512/519/989/,FFFDBC
1099,Interposed nucleus,IP,91,997/8/512/519/91/,FFFDBC
1100,Dentate nucleus,DN,846,997/8/512/519/846/,FFFDBC
1101,Vestibulocerebellar nucleus,VeCB,589508455,997/8/512/519/589508455/,FFFDBC
1102,fiber tracts,fiber tracts,1009,997/1009/,CCCCCC
1103,cranial nerves,cm,967,997/1009/967/,CCCCCC
1104,terminal nerve,tn,885,997/1009/967/885/,CCCCCC
1105,vomeronasal nerve,von,949,997/1009/967/949/,CCCCCC
1106,olfactory nerve,In,840,997/1009/967/840/,CCCCCC
1107,olfactory nerve layer of main olfactory bulb,onl,1016,997/1009/967/840/1016/,CCCCCC
1108,lateral olfactory tract general,lotg,21,997/1009/967/840/21/,CCCCCC
1109,lateral olfactory tract body,lot,665,997/1009/967/840/21/665/,CCCCCC
1110,dorsal limb,lotd,538,997/1009/967/840/21/538/,CCCCCC
1111,accessory olfactory tract,aolt,459,997/1009/967/840/21/459/,CCCCCC
1112,anterior commissure olfactory limb,aco,900,997/1009/967/840/900/,CCCCCC
1113,optic nerve,IIn,848,997/1009/967/848/,CCCCCC
1114,accessory optic tract,aot,876,997/1009/967/848/876/,CCCCCC
1115,brachium of the superior colliculus,bsc,916,997/1009/967/848/916/,CCCCCC
1116,superior colliculus commissure,csc,336,997/1009/967/848/336/,CCCCCC
1117,optic chiasm,och,117,997/1009/967/848/117/,CCCCCC
1118,optic tract,opt,125,997/1009/967/848/125/,CCCCCC
1119,tectothalamic pathway,ttp,357,997/1009/967/848/357/,CCCCCC
1120,oculomotor nerve,IIIn,832,997/1009/967/832/,CCCCCC
1121,medial longitudinal fascicle,mlf,62,997/1009/967/832/62/,CCCCCC
1122,posterior commissure,pc,158,997/1009/967/832/158/,CCCCCC
1123,trochlear nerve,IVn,911,997/1009/967/911/,CCCCCC
1124,trochlear nerve decussation,IVd,384,997/1009/967/911/384/,CCCCCC
1125,abducens nerve,VIn,710,997/1009/967/710/,CCCCCC
1126,trigeminal nerve,Vn,901,997/1009/967/901/,CCCCCC
1127,motor root of the trigeminal nerve,moV,93,997/1009/967/901/93/,CCCCCC
1128,sensory root of the trigeminal nerve,sV,229,997/1009/967/901/229/,CCCCCC
1129,midbrain tract of the trigeminal nerve,mtV,705,997/1009/967/901/229/705/,CCCCCC
1130,spinal tract of the trigeminal nerve,sptV,794,997/1009/967/901/229/794/,CCCCCC
1131,facial nerve,VIIn,798,997/1009/967/798/,CCCCCC
1132,intermediate nerve,iVIIn,1131,997/1009/967/798/1131/,CCCCCC
1133,genu of the facial nerve,gVIIn,1116,997/1009/967/798/1116/,CCCCCC
1134,vestibulocochlear nerve,VIIIn,933,997/1009/967/933/,CCCCCC
1135,efferent cochleovestibular bundle,cvb,1076,997/1009/967/933/1076/,CCCCCC
1136,vestibular nerve,vVIIIn,413,997/1009/967/933/413/,CCCCCC
1137,cochlear nerve,cVIIIn,948,997/1009/967/933/948/,CCCCCC
1138,trapezoid body,tb,841,997/1009/967/933/948/841/,CCCCCC
1139,intermediate acoustic stria,ias,641,997/1009/967/933/948/641/,CCCCCC
1140,dorsal acoustic stria,das,506,997/1009/967/933/948/506/,CCCCCC
1141,lateral lemniscus,ll,658,997/1009/967/933/948/658/,CCCCCC
1142,inferior colliculus commissure,cic,633,997/1009/967/933/948/633/,CCCCCC
1143,brachium of the inferior colliculus,bic,482,997/1009/967/933/948/482/,CCCCCC
1144,glossopharyngeal nerve,IXn,808,997/1009/967/808/,CCCCCC
1145,vagus nerve,Xn,917,997/1009/967/917/,CCCCCC
1146,solitary tract,ts,237,997/1009/967/917/237/,CCCCCC
1147,accessory spinal nerve,XIn,717,997/1009/967/717/,CCCCCC
1148,hypoglossal nerve,XIIn,813,997/1009/967/813/,CCCCCC
1149,ventral roots,vrt,925,997/1009/967/925/,CCCCCC
1150,dorsal roots,drt,792,997/1009/967/792/,CCCCCC
1151,cervicothalamic tract,cett,932,997/1009/967/792/932/,CCCCCC
1152,dorsolateral fascicle,dl,570,997/1009/967/792/932/570/,CCCCCC
1153,dorsal commissure of the spinal cord,dcm,522,997/1009/967/792/932/522/,CCCCCC
1154,ventral commissure of the spinal cord,vc,858,997/1009/967/792/932/858/,CCCCCC
1155,fasciculus proprius,fpr,586,997/1009/967/792/932/586/,CCCCCC
1156,dorsal column,dc,514,997/1009/967/792/932/514/,CCCCCC
1157,cuneate fascicle,cuf,380,997/1009/967/792/932/514/380/,CCCCCC
1158,gracile fascicle,grf,388,997/1009/967/792/932/514/388/,CCCCCC
1159,internal arcuate fibers,iaf,396,997/1009/967/792/932/514/396/,CCCCCC
1160,medial lemniscus,ml,697,997/1009/967/792/932/697/,CCCCCC
1161,spinothalamic tract,sst,871,997/1009/967/871/,CCCCCC
1162,lateral spinothalamic tract,sttl,29,997/1009/967/871/29/,CCCCCC
1163,ventral spinothalamic tract,sttv,389,997/1009/967/871/389/,CCCCCC
1164,spinocervical tract,scrt,245,997/1009/967/871/245/,CCCCCC
1165,spino-olivary pathway,sop,261,997/1009/967/871/261/,CCCCCC
1166,spinoreticular pathway,srp,270,997/1009/967/871/270/,CCCCCC
1167,spinovestibular pathway,svp,293,997/1009/967/871/293/,CCCCCC
1168,spinotectal pathway,stp,277,997/1009/967/871/277/,CCCCCC
1169,spinohypothalamic pathway,shp,253,997/1009/967/871/253/,CCCCCC
1170,spinotelenchephalic pathway,step,285,997/1009/967/871/285/,CCCCCC
1171,hypothalamohypophysial tract,hht,627,997/1009/967/871/285/627/,CCCCCC
1172,cerebellum related fiber tracts,cbf,960,997/1009/960/,CCCCCC
1173,cerebellar commissure,cbc,744,997/1009/960/744/,CCCCCC
1174,cerebellar peduncles,cbp,752,997/1009/960/752/,CCCCCC
1175,superior cerebelar peduncles,scp,326,997/1009/960/752/326/,CCCCCC
1176,superior cerebellar peduncle decussation,dscp,812,997/1009/960/752/326/812/,CCCCCC
1177,spinocerebellar tract,sct,85,997/1009/960/752/326/812/85/,CCCCCC
1178,uncinate fascicle,uf,850,997/1009/960/752/326/850/,CCCCCC
1179,ventral spinocerebellar tract,sctv,866,997/1009/960/752/326/866/,CCCCCC
1180,middle cerebellar peduncle,mcp,78,997/1009/960/752/78/,CCCCCC
1181,inferior cerebellar peduncle,icp,1123,997/1009/960/752/1123/,CCCCCC
1182,dorsal spinocerebellar tract,sctd,553,997/1009/960/752/1123/553/,CCCCCC
1183,cuneocerebellar tract,cct,499,997/1009/960/752/1123/499/,CCCCCC
1184,juxtarestiform body,jrb,650,997/1009/960/752/1123/650/,CCCCCC
1185,bulbocerebellar tract,bct,490,997/1009/960/752/1123/490/,CCCCCC
1186,olivocerebellar tract,oct,404,997/1009/960/752/1123/490/404/,CCCCCC
1187,reticulocerebellar tract,rct,410,997/1009/960/752/1123/490/410/,CCCCCC
1188,trigeminocerebellar tract,tct,373,997/1009/960/752/373/,CCCCCC
1189,arbor vitae,arb,728,997/1009/960/728/,CCCCCC
1190,supra-callosal cerebral white matter,scwm,484682512,997/1009/484682512/,CCCCCC
1191,lateral forebrain bundle system,lfbs,983,997/1009/983/,CCCCCC
1192,corpus callosum,cc,776,997/1009/983/776/,CCCCCC
1193,corpus callosum anterior forceps,fa,956,997/1009/983/776/956/,CCCCCC
1194,external capsule,ec,579,997/1009/983/776/956/579/,CCCCCC
1195,corpus callosum extreme capsule,ee,964,997/1009/983/776/964/,CCCCCC
1196,genu of corpus callosum,ccg,1108,997/1009/983/776/1108/,CCCCCC
1197,corpus callosum posterior forceps,fp,971,997/1009/983/776/971/,CCCCCC
1198,corpus callosum rostrum,ccr,979,997/1009/983/776/979/,CCCCCC
1199,corpus callosum body,ccb,484682516,997/1009/983/776/484682516/,CCCCCC
1200,corpus callosum splenium,ccs,986,997/1009/983/776/986/,CCCCCC
1201,corticospinal tract,cst,784,997/1009/983/784/,CCCCCC
1202,internal capsule,int,6,997/1009/983/784/6/,CCCCCC
1203,cerebal peduncle,cpd,924,997/1009/983/784/924/,CCCCCC
1204,corticotectal tract,cte,1036,997/1009/983/784/1036/,CCCCCC
1205,corticorubral tract,crt,1012,997/1009/983/784/1012/,CCCCCC
1206,corticopontine tract,cpt,1003,997/1009/983/784/1003/,CCCCCC
1207,corticobulbar tract,cbt,994,997/1009/983/784/994/,CCCCCC
1208,pyramid,py,190,997/1009/983/784/190/,CCCCCC
1209,pyramidal decussation,pyd,198,997/1009/983/784/198/,CCCCCC
1210,corticospinal tract crossed,cstc,1019,997/1009/983/784/1019/,CCCCCC
1211,corticospinal tract uncrossed,cstu,1028,997/1009/983/784/1028/,CCCCCC
1212,thalamus related,lfbst,896,997/1009/983/896/,CCCCCC
1213,external medullary lamina of the thalamus,em,1092,997/1009/983/896/1092/,CCCCCC
1214,internal medullary lamina of the thalamus,im,14,997/1009/983/896/14/,CCCCCC
1215,middle thalamic commissure,mtc,86,997/1009/983/896/86/,CCCCCC
1216,thalamic peduncles,tp,365,997/1009/983/896/365/,CCCCCC
1217,optic radiation,or,484682520,997/1009/983/896/484682520/,CCCCCC
1218,auditory radiation,ar,484682524,997/1009/983/896/484682524/,CCCCCC
1219,extrapyramidal fiber systems,eps,1000,997/1009/1000/,CCCCCC
1220,cerebral nuclei related,epsc,760,997/1009/1000/760/,CCCCCC
1221,pallidothalamic pathway,pap,142,997/1009/1000/760/142/,CCCCCC
1222,nigrostriatal tract,nst,102,997/1009/1000/760/102/,CCCCCC
1223,nigrothalamic fibers,ntt,109,997/1009/1000/760/109/,CCCCCC
1224,pallidotegmental fascicle,ptf,134,997/1009/1000/760/134/,CCCCCC
1225,striatonigral pathway,snp,309,997/1009/1000/760/309/,CCCCCC
1226,subthalamic fascicle,stf,317,997/1009/1000/760/317/,CCCCCC
1227,tectospinal pathway,tsp,877,997/1009/1000/877/,CCCCCC
1228,direct tectospinal pathway,tspd,1051,997/1009/1000/877/1051/,CCCCCC
1229,doral tegmental decussation,dtd,1060,997/1009/1000/877/1060/,CCCCCC
1230,crossed tectospinal pathway,tspc,1043,997/1009/1000/877/1043/,CCCCCC
1231,rubrospinal tract,rust,863,997/1009/1000/863/,CCCCCC
1232,ventral tegmental decussation,vtd,397,997/1009/1000/863/397/,CCCCCC
1233,rubroreticular tract,rrt,221,997/1009/1000/863/221/,CCCCCC
1234,central tegmental bundle,ctb,736,997/1009/1000/736/,CCCCCC
1235,retriculospinal tract,rst,855,997/1009/1000/855/,CCCCCC
1236,retriculospinal tract lateral part,rstl,205,997/1009/1000/855/205/,CCCCCC
1237,retriculospinal tract medial part,rstm,213,997/1009/1000/855/213/,CCCCCC
1238,vestibulospinal pathway,vsp,941,997/1009/1000/941/,CCCCCC
1239,medial forebrain bundle system,mfbs,991,997/1009/991/,CCCCCC
1240,cerebrum related,mfbc,768,997/1009/991/768/,CCCCCC
1241,amygdalar capsule,amc,884,997/1009/991/768/884/,CCCCCC
1242,ansa peduncularis,apd,892,997/1009/991/768/892/,CCCCCC
1243,anterior commissure temporal limb,act,908,997/1009/991/768/908/,CCCCCC
1244,cingulum bundle,cing,940,997/1009/991/768/940/,CCCCCC
1245,fornix system,fxs,1099,997/1009/991/768/1099/,CCCCCC
1246,alveus,alv,466,997/1009/991/768/1099/466/,CCCCCC
1247,dorsal fornix,df,530,997/1009/991/768/1099/530/,CCCCCC
1248,fimbria,fi,603,997/1009/991/768/1099/603/,CCCCCC
1249,precommissural fornix general,fxprg,745,997/1009/991/768/1099/745/,CCCCCC
1250,precommissural fornix diagonal band,db,420,997/1009/991/768/1099/745/420/,CCCCCC
1251,postcommissural fornix,fxpo,737,997/1009/991/768/1099/737/,CCCCCC
1252,medial corticohypothalamic tract,mct,428,997/1009/991/768/1099/737/428/,CCCCCC
1253,columns of the fornix,fx,436,997/1009/991/768/1099/737/436/,CCCCCC
1254,hippocampal commissures,hc,618,997/1009/991/768/1099/618/,CCCCCC
1255,dorsal hippocampal commissure,dhc,443,997/1009/991/768/1099/618/443/,CCCCCC
1256,ventral hippocampal commissure,vhc,449,997/1009/991/768/1099/618/449/,CCCCCC
1257,perforant path,per,713,997/1009/991/768/1099/713/,CCCCCC
1258,angular path,ab,474,997/1009/991/768/1099/474/,CCCCCC
1259,longitudinal association bundle,lab,37,997/1009/991/768/37/,CCCCCC
1260,stria terminalis,st,301,997/1009/991/768/301/,CCCCCC
1261,commissural branch of stria terminalis,stc,484682528,997/1009/991/768/301/484682528/,CCCCCC
1262,hypothalamus related,mfsbshy,824,997/1009/991/824/,CCCCCC
1263,medial forebrain bundle,mfb,54,997/1009/991/824/54/,CCCCCC
1264,ventrolateral hypothalamic tract,vlt,405,997/1009/991/824/405/,CCCCCC
1265,preoptic commissure,poc,174,997/1009/991/824/174/,CCCCCC
1266,supraoptic commissures,sup,349,997/1009/991/824/349/,CCCCCC
1267,supraoptic commissures anterior,supa,817,997/1009/991/824/349/817/,CCCCCC
1268,supraoptic commissures dorsal,supd,825,997/1009/991/824/349/825/,CCCCCC
1269,supraoptic commissures ventral,supv,833,997/1009/991/824/349/833/,CCCCCC
